Event Title,Date,Location,Status,URL,Date_of_check
The Season Of Joy At Capitol Singapore And CHIJMES:6,6th – 25th December 2019,Various spots of CHIJMES,ENDED,https://thesmartlocal.com/read/capitol-chijmes-christmas-2019/,08/04/2024 23:10:32
The Season Of Joy At Capitol Singapore And CHIJMES:7,8th – 25th December 2019,CHIJMES Lawn,ENDED,https://thesmartlocal.com/read/capitol-chijmes-christmas-2019/,08/04/2024 23:10:32
The Season Of Joy At Capitol Singapore And CHIJMES:8,6th – 25th December 2019,"Capitol Singapore, 13 Stamford Road, Singapore 178905 and CHIJMES, 30 Victoria St, Singapore 187996",ENDED,https://thesmartlocal.com/read/capitol-chijmes-christmas-2019/,08/04/2024 23:10:32
Marina At Keppel Bay'S Christmas Merry Market 2019,06 - 07 Dec 2019,"Marina at Keppel Bay, 2 Keppel Bay Vista, Singapore 098382",ENDED,https://thesmartlocal.com/read/marina-at-keppel-bay-christmas/,08/04/2024 23:10:32
AMORE Store X Lazada 12.12 Sale,12 - 14 Dec 2019,"#02-13, Funan, 107 North Bridge Rd, Singapore 179105",ENDED,https://thesmartlocal.com/read/lazada-amore-store/,08/04/2024 23:10:32
Sephora Christmas 2019 Events And Promotions,18 Dec 2019,Online,ENDED,https://thesmartlocal.com/read/sephora-christmas-2019/,08/04/2024 23:10:32
The Great Circus Of Europe,20 Dec 2019 - 01 Jan 2020,Bayfront Event Space,ENDED,https://thesmartlocal.com/read/uncle-ringo-great-circus-of-europe/,08/04/2024 23:10:32
VivoCity Late Night Shopping,18 Dec 2019,Online,ENDED,https://thesmartlocal.com/read/vivocity-late-night-shopping/,08/04/2024 23:10:32
Gain City,17 Dec 2019,Online,ENDED,https://thesmartlocal.com/read/gain-city-christmas-sale-2019/,08/04/2024 23:10:32
Star Island Singapore Countdown Edition 2019-2020,31 Dec 2019 - 01 Jan 2020,"The Float @ Marina Bay, 20 Raffles Ave, Singapore 039805",ENDED,https://thesmartlocal.com/read/star-island-2019/,08/04/2024 23:10:32
Capitol Singapore - Mambo To 2020,31 Dec 2019 - 01 Jan 2020,Capitol Singapore,ENDED,https://thesmartlocal.com/read/capitol-singapore-mambo-2020/,08/04/2024 23:10:32
